"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3BBGFC0RG39HK","https://requester.mturk.com/workers/A3BBGFC0RG39HK","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3BBZ0EJ66172U","https://requester.mturk.com/workers/A3BBZ0EJ66172U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BC5HW0PSLRZM","https://requester.mturk.com/workers/A3BC5HW0PSLRZM","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3BD1DL3T0NC4M","https://requester.mturk.com/workers/A3BD1DL3T0NC4M","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BJZIQLZC1ZRJ","https://requester.mturk.com/workers/A3BJZIQLZC1ZRJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BKRBA4EDZJAQ","https://requester.mturk.com/workers/A3BKRBA4EDZJAQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BMMZ818XE57Q","https://requester.mturk.com/workers/A3BMMZ818XE57Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A3BNJC00UDL74K","https://requester.mturk.com/workers/A3BNJC00UDL74K","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BNQFCM7M6GY0","https://requester.mturk.com/workers/A3BNQFCM7M6GY0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BNR4OWVSUS9L","https://requester.mturk.com/workers/A3BNR4OWVSUS9L","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3BNSQDJHR0O4A","https://requester.mturk.com/workers/A3BNSQDJHR0O4A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BP7F6BX7OU2P","https://requester.mturk.com/workers/A3BP7F6BX7OU2P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BPTARPGHYU1N","https://requester.mturk.com/workers/A3BPTARPGHYU1N","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3BQE4S6XUYCK7","https://requester.mturk.com/workers/A3BQE4S6XUYCK7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BQF3FSRCQHYX","https://requester.mturk.com/workers/A3BQF3FSRCQHYX","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BRDU3COBIIRB","https://requester.mturk.com/workers/A3BRDU3COBIIRB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BSK6YF7RZ4HT","https://requester.mturk.com/workers/A3BSK6YF7RZ4HT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BTEZBYTU9M1B","https://requester.mturk.com/workers/A3BTEZBYTU9M1B","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BXFC7SZXOGH3","https://requester.mturk.com/workers/A3BXFC7SZXOGH3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BY2WDCY8YLDE","https://requester.mturk.com/workers/A3BY2WDCY8YLDE","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3BZVFD82AVLT8","https://requester.mturk.com/workers/A3BZVFD82AVLT8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C0SLU5QX9HYI","https://requester.mturk.com/workers/A3C0SLU5QX9HYI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C3TQ8GNXO972","https://requester.mturk.com/workers/A3C3TQ8GNXO972","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C4VNC8OS0BIL","https://requester.mturk.com/workers/A3C4VNC8OS0BIL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C5E0JGKNC9G7","https://requester.mturk.com/workers/A3C5E0JGKNC9G7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C5KFPIBYOQVX","https://requester.mturk.com/workers/A3C5KFPIBYOQVX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C7A9H3JI9L3N","https://requester.mturk.com/workers/A3C7A9H3JI9L3N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C9F5VXXKPJP2","https://requester.mturk.com/workers/A3C9F5VXXKPJP2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C9GGDXBZW62D","https://requester.mturk.com/workers/A3C9GGDXBZW62D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C9JSTDXUYIYU","https://requester.mturk.com/workers/A3C9JSTDXUYIYU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CA5TBGPMM2CE","https://requester.mturk.com/workers/A3CA5TBGPMM2CE","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3CAK3UDAS67OY","https://requester.mturk.com/workers/A3CAK3UDAS67OY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CB7LLL9VGD21","https://requester.mturk.com/workers/A3CB7LLL9VGD21","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CF8ULBSE8MTL","https://requester.mturk.com/workers/A3CF8ULBSE8MTL","1","1","100.00%","1","1","100.00%","1","1","100.00%","50","","50","","","","","","","","","","","","50","","50","","","","50","","","","50","","50","","50","","50","","Never Blocked","",""
"A3CG6BFIWBYZKC","https://requester.mturk.com/workers/A3CG6BFIWBYZKC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CI6FYYG149J","https://requester.mturk.com/workers/A3CI6FYYG149J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CIUPLZ6614U2","https://requester.mturk.com/workers/A3CIUPLZ6614U2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CJ26XU6WMZ8G","https://requester.mturk.com/workers/A3CJ26XU6WMZ8G","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3CLBJW7SJ633B","https://requester.mturk.com/workers/A3CLBJW7SJ633B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3COGHC8PBSBLW","https://requester.mturk.com/workers/A3COGHC8PBSBLW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CP7FRD5X0Z9F","https://requester.mturk.com/workers/A3CP7FRD5X0Z9F","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CW1MKND3G46T","https://requester.mturk.com/workers/A3CW1MKND3G46T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CYKNEGYQCCK1","https://requester.mturk.com/workers/A3CYKNEGYQCCK1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3D0MHNQMGK1E1","https://requester.mturk.com/workers/A3D0MHNQMGK1E1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3D3D3F8X3NQYH","https://requester.mturk.com/workers/A3D3D3F8X3NQYH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3D4I4ABJTNXFD","https://requester.mturk.com/workers/A3D4I4ABJTNXFD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3D8YWBIQXR1MX","https://requester.mturk.com/workers/A3D8YWBIQXR1MX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DA81ZFKYYGFC","https://requester.mturk.com/workers/A3DA81ZFKYYGFC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DAJQIXK99VP6","https://requester.mturk.com/workers/A3DAJQIXK99VP6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DALAJZEA1IE3","https://requester.mturk.com/workers/A3DALAJZEA1IE3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DAXMHEMVOTPS","https://requester.mturk.com/workers/A3DAXMHEMVOTPS","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3DEPY5H3YQ2FE","https://requester.mturk.com/workers/A3DEPY5H3YQ2FE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DF3331GOTRJP","https://requester.mturk.com/workers/A3DF3331GOTRJP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DHK6N1112QYP","https://requester.mturk.com/workers/A3DHK6N1112QYP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DN6ESOZSXIKQ","https://requester.mturk.com/workers/A3DN6ESOZSXIKQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DRYZ95VDUDK","https://requester.mturk.com/workers/A3DRYZ95VDUDK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A3DT3N4PLQ8GB9","https://requester.mturk.com/workers/A3DT3N4PLQ8GB9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DTGOUNCVPLO8","https://requester.mturk.com/workers/A3DTGOUNCVPLO8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DUXKYT0ICEWY","https://requester.mturk.com/workers/A3DUXKYT0ICEWY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DWTSFB051AHV","https://requester.mturk.com/workers/A3DWTSFB051AHV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DXMRDLAXWQ3D","https://requester.mturk.com/workers/A3DXMRDLAXWQ3D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DXVVVDLX6SNK","https://requester.mturk.com/workers/A3DXVVVDLX6SNK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3DYGTCAZWCPIU","https://requester.mturk.com/workers/A3DYGTCAZWCPIU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DZM81PW0QFO8","https://requester.mturk.com/workers/A3DZM81PW0QFO8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E18P15E4GSG6","https://requester.mturk.com/workers/A3E18P15E4GSG6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E2KLX03YIBNJ","https://requester.mturk.com/workers/A3E2KLX03YIBNJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E30KY6B3QCC0","https://requester.mturk.com/workers/A3E30KY6B3QCC0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E6BSFIN8UZ5S","https://requester.mturk.com/workers/A3E6BSFIN8UZ5S","3","3","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3E88UCY0CE50M","https://requester.mturk.com/workers/A3E88UCY0CE50M","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EAN9CTH2OJ7U","https://requester.mturk.com/workers/A3EAN9CTH2OJ7U","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EBBY9ZCF3T2U","https://requester.mturk.com/workers/A3EBBY9ZCF3T2U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EDFNG7NA7V0I","https://requester.mturk.com/workers/A3EDFNG7NA7V0I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EFKY8FQLOYGM","https://requester.mturk.com/workers/A3EFKY8FQLOYGM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EMY0O3SGM3SR","https://requester.mturk.com/workers/A3EMY0O3SGM3SR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EN54EJAR9QP0","https://requester.mturk.com/workers/A3EN54EJAR9QP0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EQR7VINWC3ZL","https://requester.mturk.com/workers/A3EQR7VINWC3ZL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EQR9C0L23O6E","https://requester.mturk.com/workers/A3EQR9C0L23O6E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3ESC1H6BBKF30","https://requester.mturk.com/workers/A3ESC1H6BBKF30","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EWFJXVX654S2","https://requester.mturk.com/workers/A3EWFJXVX654S2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3F1BVIBXZ49VW","https://requester.mturk.com/workers/A3F1BVIBXZ49VW","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3F1TPSYG52LW2","https://requester.mturk.com/workers/A3F1TPSYG52LW2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3F4A17SCDWMQP","https://requester.mturk.com/workers/A3F4A17SCDWMQP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3F4MH4QDLQMAY","https://requester.mturk.com/workers/A3F4MH4QDLQMAY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A3F5KY2QZLH0OD","https://requester.mturk.com/workers/A3F5KY2QZLH0OD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FA14FM1BP9VK","https://requester.mturk.com/workers/A3FA14FM1BP9VK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FBR9GG7O1L5W","https://requester.mturk.com/workers/A3FBR9GG7O1L5W","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3FKX13NFQZP0Q","https://requester.mturk.com/workers/A3FKX13NFQZP0Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FNB07IJR6YE8","https://requester.mturk.com/workers/A3FNB07IJR6YE8","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FQC8ZAQ7SYEJ","https://requester.mturk.com/workers/A3FQC8ZAQ7SYEJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FSISFPQ99H13","https://requester.mturk.com/workers/A3FSISFPQ99H13","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3G1X3IP2VM4IK","https://requester.mturk.com/workers/A3G1X3IP2VM4IK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3G3LT50APP56G","https://requester.mturk.com/workers/A3G3LT50APP56G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3G3TIX6FEMN8R","https://requester.mturk.com/workers/A3G3TIX6FEMN8R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3G7GSX2R7723Z","https://requester.mturk.com/workers/A3G7GSX2R7723Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3GGAT76IFUXH3","https://requester.mturk.com/workers/A3GGAT76IFUXH3","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3GH6YL5SF7UOD","https://requester.mturk.com/workers/A3GH6YL5SF7UOD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GJ2E1A1H5DM7","https://requester.mturk.com/workers/A3GJ2E1A1H5DM7","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3GLK8NUN4CJ1Q","https://requester.mturk.com/workers/A3GLK8NUN4CJ1Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GMFKTAQLY6BU","https://requester.mturk.com/workers/A3GMFKTAQLY6BU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GMIILXZH1SBY","https://requester.mturk.com/workers/A3GMIILXZH1SBY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GN751UZKJ4K7","https://requester.mturk.com/workers/A3GN751UZKJ4K7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GOVSNKXRGOEO","https://requester.mturk.com/workers/A3GOVSNKXRGOEO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GQ6KDIZWCMW6","https://requester.mturk.com/workers/A3GQ6KDIZWCMW6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GQR89E66AQJY","https://requester.mturk.com/workers/A3GQR89E66AQJY","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3GRBU3GD9MA9A","https://requester.mturk.com/workers/A3GRBU3GD9MA9A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GSXEK11RFUG2","https://requester.mturk.com/workers/A3GSXEK11RFUG2","16","16","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GUQJST9XV5YR","https://requester.mturk.com/workers/A3GUQJST9XV5YR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GVIO0THJXK51","https://requester.mturk.com/workers/A3GVIO0THJXK51","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
